post_id,text,true_label,pred_label
1179061043429085184_twitter,<user> trump raped and molested women committed tax fraud money laundering bank fraud and numerous other crimes and he managed elizabeth warren embraced her families native american heritage proven with dna test and shared recipes it hardly high crimes and misdemeanours 🙄,normal,normal
1178226638351290368_twitter,<user> <user> <user> you are a vanilla isis thug engaging in targeted harassment of me for exposing truth about jewish participation in white supremacy backed by jewish publications authors truth is only anti semitic to descendants of slavetrading colonizers who wish to sustain their impunity,normal,normal
1143188400138330113_twitter,<user> shut the fuck up nazi,offensive,offensive
23265516_gab,i went to ds to read the comments for that shill article for ricky bobby and almost all the comments make me feel like i am on the outside looking in on people still trapped inside the kike matrix it a bizarre feeling,hatespeech,hatespeech
23148299_gab,real women really do seem to hate those soyboys,normal,normal
1178869435660042240_twitter,<user> i fucking hate you he muttered and turned on the tv,normal,normal
15539701_gab,the manager picked out the fly and said it was rubber he then said just another kike trick then he threw me out i did not deserve that,hatespeech,hatespeech
17024726_gab,oh shit this means the weirdo will have more time on his hands to write another book well at least his retarded fans the idiots who bought his first book will be happy,offensive,offensive
1182008708529700865_twitter,i know literally dozens of mexican immigrants who love trump because he ’ finally tackling the real issues he ’ not a racist,normal,offensive
4949978_gab,speakfreely gabfam hey ladies i want all of us to be safe we are surrounded by fucking nut jobs being able to protect ourselves is important get a gun learn krav maga learn how to escape being attacked carry batteries in a sock learned that from ghetto girls be safe,normal,offensive
1179029850205503488_twitter,<user> <user> <user> more like authocratism the chinese are no facists but they would be on this like flies on a shit,normal,normal
1178099912749092864_twitter,<user> <user> <user> <user> <user> <user> <user> sweetie like i said look in the mirror you might want to refrain from posting yours it not a good look even for trailer trash poor plump thing,offensive,offensive
1099333093058584577_twitter,<user> rules are rules leave the ghetto at the door when you walk in,normal,normal
24497257_gab,note how quickly the left wing hate media site nbc goes to bashing white people and citing far left hate group splc in reaction to an armenian act of violence,normal,normal
26869822_gab,i d rather stare at a bowl full of shit then look at those ugly dinosaur gorrila lookin nigger biches,hatespeech,hatespeech
16872409_gab,yeah i simplified it a bit but i kind of run with the notion that if you are aware of the jews and their trickery you will naturally develop the necessary attitude towards the weapons that they wield against the healthy white family which include niggers commies feminists faggots etc,hatespeech,hatespeech
1179087477375676416_twitter,literally i just got scammed by my mum she told me she will prepare fried rice and chicken if i come back from school just at me am here eating white rice and stew 😓 😅 happy independence to you all african mum nigeria independence,normal,normal
1178314016592146433_twitter,to the two fake bitches who havent checked in w me since my fallout w that white devil remember to choke this morning,normal,offensive
6647002_gab,did you see many sand niggers in bulgaria i read a few days ago that about <number> muslims with turkey dual citizenship voted in the recent bulgaria elections they supported the losing side but it still a significant,offensive,hatespeech
16855991_gab,paul is that stuff about moslems attacking white businesses in bradford on xmas eve true,normal,normal
11273952_gab,1 9 3 0 sgermany geneticjews controlled white germany via violating antitrustlaw 2 1 st century whit eusa controlled by genetic kikes enablers buffett whos white gives billions to filthy kike gates not for profit ;& traito rcongress enem ysupremecourt who refuse to enforce antitrust law,hatespeech,hatespeech
1179094414603542536_twitter,<user> <user> <user> <user> this girl is retarded i swear to god 😂 😂 😂 😂 all her arguments collapse halfway 😂 😂,normal,offensive
1120078934329131009_twitter,<user> smoking a faggot,offensive,offensive
1178931702166478850_twitter,<user> <user> <user> sati and child marriage was forced by muslim invasions and have been successfully reformed hindu religion does not force their women to be illiterate there are social evils but are not sanctioned by hindu religion change if needed is always welcomed,normal,normal
1178788946911879169_twitter,<user> <user> is there 1 0 of thousands of muslim pakistani young girls being drugged and gang raped by gangs and families of white christian men anywhere in britain europe or on planet earth the answer is no yet in english towns a minority muslim paki population has commited rape jihad,normal,normal
1231980784023691266_twitter,<user> they are not refugees they are not fleeing they are coming because you are a ferry,offensive,normal
1213855678072270853_twitter,<user> <user> they are us they speak a language of our family have preislamic european traditions and culture,normal,normal
1094279309043425281_twitter,that bitch be shootin like it ’ baghdad,offensive,offensive
1178518008366604291_twitter,sometimes i purposely type with shitty english to make grammar nazi ’ triggered,normal,normal
21873388_gab,she had the paki sadiq khan standing next to her all women in high places need arresting they disgust me and i am a woman all female mpsdknt ever vote them in again,hatespeech,hatespeech
1179060731695771648_twitter,<user> invoking the castle doctrine to justify indiscriminate white violence against black people was a little too on the nose i guess,normal,normal
21744122_gab,protest about the rape of white children by pakistani moslem men,offensive,normal
5688047_gab,i have been kicked off twitter i must ve offended some goatfucking sandnigger i wonder how that happened 😳,hatespeech,hatespeech
1087955800168038401_twitter,in hopes of finding good jewelries inside the treasure box yg lets go of the diamonds and picked up the golds,normal,normal
1179101633864536064_twitter,<user> mr president it seems like you got very good feelings that you have been raped by evil ccp again and again right ok wish you enjoy and you call xi as a good friend but anyone never heard mr xi call you friend back what a pity shame on you,normal,normal
1206129677854593027_twitter,thanku rajsthan police hope this bitch get some sense always vomiting about hindu and muslim payalrohatgi,offensive,offensive
9873480_gab,there are white people there at the end dressed in antifa outfits fighting other contingent of whites the police they fight to let in more global refuse overflow so there can be even less whites i also noted a mudshark at the start a middle aged gay couple in the middle and the odd stray white,hatespeech,hatespeech
1179038788711895042_twitter,<user> it okay to be white,normal,normal
10648794_gab,maga something has to be done about that scumbag special prosecutor mueller who is currently succeeding in trying to hurt president trump every day metastasizing inside the white house like mccain brain tumor,offensive,offensive
15251170_gab,if google slows down a tad forgive me for straining their servers why are jews so random flattering term,offensive,offensive
7232065_gab,let me get this straight ok if i convert to islam i can abuse women and children without catching any heat right i get a pass right hum,hatespeech,offensive
20210716_gab,feminism is the greed for honor by some women against the status of the most prestigious men the great pretense is that feminist women want equality with men but feminists remain silent about the plight of low status exploited men,normal,offensive
1179100789329018880_twitter,<user> asking for documentation is not harassment if you can not do your job find another job,normal,normal
1179033932903243776_twitter,<user> <user> so then queer is not queer how about homosexuality does that still exist or do we not need to discuss that anymore either,normal,normal
21231923_gab,some of them are hot though when they catch you looking them over they get this kinda desperate pleading look in their eyes like where were you before i decided to dyke out,normal,normal
1178422834160386048_twitter,<user> <user> <user> well not all everyone apart from the rich elites aka islamophobic white home county males,normal,normal
1178503399962300416_twitter,i hate fucking niggers,hatespeech,hatespeech
17137733_gab,roflmao you have nothing other than the lies your moronic nigger and kike bosses at fedcoat central told you to spout you dumbfuck forget there were dozens of war experts writing and researching years before you idiots destroyed the klan u fucks gonna destroy nigger lives matter too bye for good,hatespeech,hatespeech
1081127020287938560_twitter,have but fuck the grammar nazis,normal,offensive
1179078615373373441_twitter,i just grow tired of seeing queer folx get canned on daily especially since most of its not funny and we are losing queer black youth at a rapid rate,normal,normal
1180955423278387200_twitter,i will kick that hoe punt,offensive,offensive
1273392959346655237_twitter,so are we bitchee ’ or chickee ’ <user>,normal,offensive
1178926664329256961_twitter,<user> <user> if the judge is secular he would give similar judgement on bakrid killing of goats as the shariat law is applicable only in muslim countries,normal,normal
1229209066276315138_twitter,<user> gemini as a whole here ’ a msg i hate you,hatespeech,normal
1178819404466999297_twitter,i am sorry sensitive twitter but i honestly feel like if you get raped and want to be compensated your a prostitute 🤷 🏾 ‍ ♂️ you should be trying to get justice not money,normal,normal
1178911850806693888_twitter,<user> take ya nigger ass to bed,normal,hatespeech
1178926294165327873_twitter,let us explore the joys a moment when it matters i was receiving a shiny award for being a bright young thing standing together getting a group photo a stale white males awardee says we better not stand too close or else our wives may think we are homosexual,normal,normal
1081679540127174656_twitter,<user> there are no palestinian people because there is no palestine we saw your true colors <number> days ago you filthy bitch,offensive,offensive
10876808_gab,several reasons much raghead money invested in our bought politicians and businesses wasps represent the single and last group that openly and vociferously opposes the globalist communist agenda we have a weakness whereby we want to see the good in anyone even after they have shown there is none,normal,hatespeech
24711850_gab,when someone fights for lies he never finds the balls to defend himself from the jews the people that fight for the truth become invincible this time we will fight all together against you jews acthung juden,hatespeech,hatespeech
8154359_gab,ubi is at best well intentioned but misguided based on ignorance of human nature but more commonly just raising the bid to try hold together the autistic plutocrat <number> iq ghetto dweller political coalition known as the democrat party,offensive,offensive
8648168_gab,that little snowflake will not handle those big diesel dykes very well actions have consequences snowflake,hatespeech,hatespeech
1117488989362098177_twitter,this nigger just saved the uk,hatespeech,hatespeech
13104004_gab,london mayor suckdiq kahn has room for a fellow muzzie terrorist,hatespeech,hatespeech
1084364519642669056_twitter,yea ima beat this hoe up,offensive,offensive
22585710_gab,i said ignore not mute i am following you retard,offensive,offensive
1178302914218954752_twitter,who the hell invited this faggot,offensive,offensive
16781658_gab,this is atrocious fuck this nigger bitch,hatespeech,hatespeech
1251746189948616706_twitter,<user> nigga u gay 😭 😂,offensive,normal
1186910303159816192_twitter,running from his bitch he gon come when i call,normal,offensive
1179043801253502977_twitter,<user> well the issue probably was that they went out of their lane beyond the porch monkey roll they serve for the islamophobia industry they probably went a bit too far with criticizing other faiths where it not open season yet,normal,normal
22962144_gab,no faggot you are anti white for calling white nationalists wignats a retarded anti white term coined by your idol ricky vaughn,offensive,offensive
1179015901456322560_twitter,he talking bout how you wake up thinking bout crab legs you so ghetto 😭 😭 😭 bitch shut up 🥴,normal,offensive
1095377826625183744_twitter,<user> you gotta watch ‘ return to paradise ’ with joakin phoenix that shit will have you never doing illegal shit in other countries,normal,normal
1178935230297600001_twitter,i will never forget how one of my coworkers looked me dead in my face and asked me do you wash your hair just because my hair is in braids does not mean i do not wash it you small dick white bitch,offensive,offensive
23788932_gab,nobody gives a shit what this moslem scumbag supports if the coward says anything derogatory about trump decision he shit on idiot boy trudeau until he gone,hatespeech,hatespeech
1125367154742718464_twitter,<user> <user> idk why people cheat cause if they truely madly and deeply love thier partners there wont be another bitch,normal,normal
20427548_gab,ana navarro is a spic cunt that needs to shut her commie cock holster these pieces of shit declare war on us every time they open their ugly commie mouths how long until enough is enough,hatespeech,hatespeech
1178822293906059265_twitter,birdsite problem with white supremacist nazi accounts has gotten substantially worse in the past <number> months or so,normal,normal
1178491915894956033_twitter,they playing a lot of ethnic music at this white ass wedding,normal,normal
1178939529849270272_twitter,<user> if bernie is sexist because he does not support warren then you and warren are anti semite for not supporting him he does not need to suck up to <percent> taking money from mega military industry corporate full of white men to run women campaigns feel the bern real progressive,normal,normal
25524437_gab,others just want it to be more faggot friendly towards the trannies,hatespeech,offensive
4331119_gab,about that womens march in dc yesterday it was a success for president trump because on his first full day in office he got more fat women out walking that michelle obama ever did,hatespeech,offensive
1178792213825777664_twitter,how do u not know dyke is a slur like do u live under a rock,normal,normal
19658982_gab,this is what <number> years of kike brainwashing does to white kids sad,hatespeech,hatespeech
1228806463965028353_twitter,i tweet for the dykes and the dykes alone,offensive,normal
1257676017268920321_twitter,<user> it ’ bamya in writing but some people still say banya bc so many grown arabs say it so i mean 🌚,normal,normal
1179039698309697536_twitter,me listening to fag by <user> any other femmes out there get called lesbian by cis boys in high school and vehemently denied it but now you are a raging queer just me k,normal,normal
1179018020942954496_twitter,<user> good to know the people who alone made up half the deaths of the holocaust were not going to be completely forgotten just the last to be remembered,normal,normal
24859128_gab,what do you mean goes and buys their house not only predates the ghetto it was there before ghetto people came to exist why do you want white people to take a stand for their home but jews to flee theirs,normal,offensive
1110313923537002500_twitter,<user> well you ’ re not ugly bitch,normal,offensive
1179096102118809603_twitter,<user> <user> <user> the fact you are using the word triggered incorrectly and stating false claims does not erase the fact you claimed it okay for you to rape women,normal,normal
13032712_gab,feargodnotdeath this nigger tried calling me out omg wtf is wrong with retard kids,hatespeech,hatespeech
25176418_gab,didnt cross my mind you most likely correct <number> as usually when its come to zhids and their behavior,hatespeech,offensive
21889137_gab,people call fuentes a spic but do not care paul nehlen is married to a full blood beaner,hatespeech,hatespeech
16404357_gab,baloney they do not need our men and women they have their own brave soldiers and the women are as tough as the men don t piss them off,normal,normal
1088209899513958401_twitter,you ever punch a pillow in an attempt to feel strong or am i retarded,normal,offensive
5529774_gab,yet when a couple of filthy dykes want you to pander to their sins as you see them you must comply by law time to start organizing for yourselves no one else is gonna do it for you,hatespeech,hatespeech
1179008752932020225_twitter,from <date> to <date> the office of refugee resettlement received a total of <number> allegations of sexual abuse or sexual harassment from the government funded detention facilities and only <number> were referred to the justice dept,normal,normal
1116007003334352896_twitter,fucking kim jongin in a black turtle neck and blue jeans im losing it,normal,normal
1169467702802563073_twitter,idgaf how dramatic i sound rn or “ ghetto “ but a bitch is mad,offensive,offensive
25855002_gab,a jew did not tell the truth some kike sympathizing cuck shilled and virtue signalled and then a kike reposted it and called it truth,hatespeech,hatespeech
8042374_gab,fuckmanchester british men are too scared to even talk about it let alone do anything about it they let their daughters be raped and killed and do not make a peep like scared little mice they are not men they are cowards shameful lowly cowards,hatespeech,hatespeech
21162388_gab,louis farrakhan is a retarded faggot,offensive,offensive
22319846_gab,i believe the us military is compromised and our enemy why jews own,hatespeech,offensive
10905592_gab,very brave going full retard like that when the camera is rolling,offensive,offensive
1177947891702403072_twitter,<user> racist cops only exist in the us look at them beating up those poor people of colour who dindu nuffin they were just trying to get to chik fil a before the sandwiches sold out,normal,normal
6385344_gab,our free speech is starting to go too in little ways trying to make people think it is for good hurt feelings or inciting violence bullsh*t <censored> unfortunately many people do not see it,normal,normal
3703256_gab,a century or so of trying to solve stupidity with schooling poverty with government handouts violence with gun control and bad race relations with forced integration demonstrably has not worked something that a ten minute drive around your local black ghetto if you dare will show you,normal,offensive
18961002_gab,<user> ‍ they call this a hipster raccoon but with the pbr and plaid shirt he looks more like a hillbilly raccoon 😆,normal,offensive
1160427841013440512_twitter,happy eid al adha to out muslim brothers and sisters ❤ ️,normal,normal
1113552207234732032_twitter,<user> what are your thoughts about one world religion it seems to me that catholic church embraces islam,normal,normal
5362935_gab,i bet if it were white french people in the streets of paris being racist or homophobic instead of crimmigrants rioting we d find out just how damn tough those french police really are,normal,offensive
7578858_gab,serious question does this kike not understand he is rich follow up what exactly does he imagine rich to be if not him,hatespeech,hatespeech
26341986_gab,yes please come to nyc and make me go poof lol let us see your snow nigger hillbilly ass try,hatespeech,hatespeech
1225484260083224577_twitter,<user> never trust arabs,offensive,offensive
1198250371589824512_twitter,johnny in his head i thought gay people were meant to be fashionable,offensive,normal
23844035_gab,<number> <number> <percent> of brits think multiculturalism is a failure i guess the other <percent> are happy with their muzzie master there no great in britain anymore soon big ben will be converted into a minaret,hatespeech,hatespeech
1200706751034773504_twitter,y ’ all still not throwing money at the strippers the ghetto lol,offensive,offensive
15270428_gab,daily words of wisdom from our favorite chinaman weihan zhang on twitter my friends not listen eminem music criminality african culture learn nothing violent harm baby small pet dog classical music violin traditional chinese song please songsfordummies,hatespeech,normal
9560214_gab,women overall pattern indicates that they want patriarchies that why they want refugees here since whites gave up ours,normal,normal
14943687_gab,net neutrality was always a kike power move cernovich can eat a dick,hatespeech,hatespeech
11103370_gab,anyone remotely interested in philosophical thought or accurate social commentary should follow this man on gab the fact that we have fat negresses on cnn telling the people what to think and not people like this is a goddamn crime,hatespeech,hatespeech
1254987455796781057_twitter,<user> they say we all siberian immigrants and that theyre the real natives mess lol,normal,normal
22828678_gab,twitter is celebrating this day called trans day of visibility it so stupid these men wearing dresses and make up are trying to call themselves women and these women wearing jeans and tank tops are trying to call themselves men,offensive,normal
18624874_gab,you do not think it the fact that you sound like a whiny wheezy nasally libtard right now calling you a kike faggot does not make someone a nazi kikefag that an insult to real nazis,hatespeech,hatespeech
11003094_gab,as a full blown gas the kike nazi otoya yamaguchi is in my top <number> nationalist heroes,hatespeech,hatespeech
1178876748508880896_twitter,season <number> of 90 day fiance i have feelings about this seemingly cute couple danny white pa and amy biracial south africa,normal,normal
1144051902474272769_twitter,white car black tint think he was tryna hide her told her she should duck faster lauriana 🤣 🤣,normal,normal
1116887530375274497_twitter,<user> everyone hate your knees,normal,normal
1179025539757215746_twitter,<user> <user> <user> <user> i so agreed with what he said it wasn t extraordinary it wasn t special he did his effing job as anybody would have in the same situation tired of them canonizing and romanticizing this hillbilly cousin marrying buffoon,normal,normal
26967982_gab,poc being featured in kids toys and books alongside white people why i have never seen a clearer picture of white people being left behind and forced into such terrible circumstances what will we ever do p,offensive,normal
1178360919962918913_twitter,a vote under these conditions could make things worse gnu should focus on rooting out those plotting violence crack down on voter manipulation begin real process of deliberation across the country to understand meet the needs of the left behinds including ofc eu m ship,normal,normal
7528097_gab,fdr wife was an out and out dyke,offensive,hatespeech
1179033346489208832_twitter,i am watching queer eye and they are all just wandering around the house in shoes <sad> on carpet <sad> i hate this <sad>,normal,normal
18409054_gab,there are approx <number> <number> jews there are over <number> <number> muslims and those animals are breeding like rabbits i prioritize targets the jew population is stable and low the sandnigger population is growing like plague which one do you think we should go for first,hatespeech,hatespeech
8119791_gab,whatever jibberish you muzzies like to whisper before you bomb something i do not give shit <happy>,hatespeech,hatespeech
1179091729435254785_twitter,<user> <user> <user> god bless you lady god loves you hope someday you make a positive act on someone who needs it like the illegal aliens,normal,normal
1179079464103354368_twitter,<user> trump bullying ukraine has as much subtlety as harvey weinstein friendly conversations with the women he raped,normal,normal
13891346_gab,you let these wonderful men and women decide it no longer worth it to do what they do and see where that gets you liberals progressives westboro baptist church and all others who hate our military kiss my goddamn ass but hold the tongue gabvets gabfam,offensive,offensive
18425904_gab,thirteen year olds dont seig heil sand nigger in a vacuum lolololol,hatespeech,hatespeech
24021724_gab,should be a public hanging using a short drop that way the body jerks in the breeze sends a powerful message to any other nigger who thinks it can put its paws on a white woman,hatespeech,hatespeech
23277533_gab,fox news houston reports a moslem woman was stabed by a non moslem once again it will be proved a fake stabing set up by cair,normal,hatespeech
8089998_gab,since i bitch a lot about women in my posts i should point out <number> women that i admire dr sherri tenpenny has courageously warned us about the dangers of excessive and early vaccination despite the unimaginable professional ostracism that must result and pamella geller has been warning us about,normal,normal
11769802_gab,blacks and even muzzies can join but keep their shit at home soon as they pray in the street gotta be liquidated we got better tech now can build massive biodigesters,hatespeech,hatespeech
1179013288098779136_twitter,<user> first kill all this pot bellies politicians and use ogun swear for the new ones,normal,normal
20613747_gab,michael wickson pretty sure he a leaf and his mom gave him a spic baby brother haha,hatespeech,hatespeech
4361301_gab,feminists i am doing this womens march because trump is a misogynist that hires many women into leading roles in his business and hates illegal immigrants i am the resistance but let import as many islamic women oppressing refugees as we can cuz diversity,normal,offensive
20200119_gab,craigslist ad hiring women for the student led school walk out for march why are they paying people to show up,normal,normal
